X,Y,objectid,featuretype,descripton,class,facility_name,facility_operationalstatus,facility_address,abs_suburb,facility_state,abs_postcode,facility_attribute_source,facility_attribute_date,facility_source,facility_date,facility_spatial_confidence,facility_revised,comment_,facility_lat,facility_long,validated,gnaf_building_name,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_confidence,gnaf_postcode,gnaf_suburb,distance_to_gnaf,gnaf_lat,gnaf_long
117.553453908,-33.692835335,1440,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KATANNING POLICE STATION,OPERATIONAL,148 CLIVE STREET,KATANNING,WESTERN AUSTRALIA,6317,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-33.692835334999984,117.55345390800005,,KATANNING POLICE STATION,GAWA_161598278,148 CLIVE STREET,1,6317,KATANNING,0,-33.69283532999998,117.55345390000002
117.718411682,-31.634216592,1441,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KELLERBERRIN POLICE STATION,OPERATIONAL,56 MASSINGHAM STREET,KELLERBERRIN,WESTERN AUSTRALIA,6410,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-31.634216591999973,117.71841168200001,,,GAWA_162643137,56 MASSINGHAM STREET,1,6410,KELLERBERRIN,0,-31.634216589999937,117.71841168000003
115.886544073,-31.985146081,1442,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KENSINGTON POLICE STATION,OPERATIONAL,25 GEORGE STREET,KENSINGTON,WESTERN AUSTRALIA,6151,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-31.985146080999982,115.8865440730001,,POLICE STATION,GAWA_148813133,25 GEORGE STREET,2,6151,KENSINGTON,0,-31.98514599999993,115.88654400000007
121.77835688,-32.198412552,1443,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NORSEMAN POLICE STATION,OPERATIONAL,85 PRINSEP STREET,NORSEMAN,WESTERN AUSTRALIA,6443,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-32.19841255199998,121.77835688000005,,,GAWA_147322927,85 PRINSEP STREET,0,6443,NORSEMAN,0,-32.19840999999997,121.77836000000002
116.668773343,-31.657143643,1444,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NORTHAM POLICE STATION,OPERATIONAL,7 GAIRDNER STREET,NORTHAM,WESTERN AUSTRALIA,6401,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-31.657143642999984,116.66877334300011,,NORTHAM POLICE STATION,GAWA_148018774,7 GAIRDNER STREET,2,6401,NORTHAM,39,-31.656884069999933,116.66904470000009
114.631754527,-28.3468637129999,1445,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NORTHAMPTON POLICE STATION,OPERATIONAL,258 HAMPTON ROAD,NORTHAMPTON,WESTERN AUSTRALIA,6535,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-28.346863712999948,114.63175452700011,,,GAWA_147038985,258 HAMPTON ROAD,1,6535,NORTHAMPTON,4,-28.346868789999974,114.63179191000006
115.852232515,-31.946676549,1446,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PERTH POLICE STATION,OPERATIONAL,2 FITZGERALD STREET,NORTHBRIDGE,WESTERN AUSTRALIA,6003,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-31.94667654899996,115.85223251500008,,,GAWA_718388845,2 FITZGERALD STREET,1,6003,NORTHBRIDGE,33,-31.94668534999994,115.85258053000007
120.10598382,-21.888852502,1447,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NULLAGINE POLICE STATION,OPERATIONAL,20 GALLOP ROAD,NULLAGINE,WESTERN AUSTRALIA,6758,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-21.888852501999963,120.10598382,,,GAWA_147055417,20 GALLOP ROAD,0,6758,NULLAGINE,20,-21.889009999999928,120.10590000000002
115.110798741,-21.6344234909999,1448,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ONSLOW POLICE STATION,OPERATIONAL,3 SECOND AVENUE,ONSLOW,WESTERN AUSTRALIA,6710,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-21.63442349099995,115.11079874100005,,POLICE STATION,GAWA_148016367,3 SECOND AVENUE,2,6710,ONSLOW,33,-21.63463289999993,115.11057705000007
115.93926704,-31.8870593239999,1449,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KIARA POLICE STATION,OPERATIONAL,163 MORLEY DRIVE,KIARA,WESTERN AUSTRALIA,6054,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-31.88705932399995,115.93926704000012,,KIARA POLICE STATION,GAWA_147205367,163 MORLEY DRIVE,1,6054,KIARA,0,-31.887059999999963,115.93927000000008
117.159624207,-33.8354141149999,1450,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KOJONUP POLICE STATION,OPERATIONAL,125 ALBANY HIGHWAY,KOJONUP,WESTERN AUSTRALIA,6395,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-33.835414114999935,117.15962420700009,,KOJONUP POLICE STATION,GAWA_147854651,125 ALBANY HIGHWAY,2,6395,KOJONUP,14,-33.83535199999994,117.15976028000011
118.266171634,-32.49170874,1451,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KONDININ POLICE STATION,OPERATIONAL,10 STUBBS STREET,KONDININ,WESTERN AUSTRALIA,6367,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-32.49170873999998,118.2661716340001,,,GAWA_147050198,10 STUBBS STREET,2,6367,KONDININ,14,-32.49171484999994,118.26602491000006
117.486151385,-30.8252251709999,1452,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KOORDA POLICE STATION,OPERATIONAL,36 HAIG STREET,KOORDA,WESTERN AUSTRALIA,6475,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-30.825225170999943,117.48615138500008,,KOORDA POLICE STATION,GAWA_146993734,36 HAIG STREET,2,6475,KOORDA,8,-30.825271459999954,117.48620787000004
118.153161743,-32.6719738269999,1453,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KULIN POLICE STATION,OPERATIONAL,21 JOHNSTON STREET,KULIN,WESTERN AUSTRALIA,6365,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-32.67197382699993,118.15316174300006,,,GAWA_160653737,21 JOHNSTON STREET,2,6365,KULIN,1,-32.67196999999993,118.15316000000007
128.738789776,-15.7747468759999,1454,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KUNUNURRA POLICE STATION,OPERATIONAL,94 COOLIBAH DRIVE,KUNUNURRA,WESTERN AUSTRALIA,6743,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-15.774746875999938,128.7387897760001,,KUNUNURRA POLICE STATION,GAWA_147191408,94 COOLIBAH DRIVE,2,6743,KUNUNURRA,0,-15.774749999999926,128.7387900000001
115.786746878,-32.036158251,1455,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PALMYRA POLICE STATION,OPERATIONAL,349 CANNING HIGHWAY,PALMYRA,WESTERN AUSTRALIA,6157,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-32.03615825099996,115.78674687800003,,,GAWA_147184964,349 CANNING HIGHWAY,1,6157,PALMYRA,4,-32.036182819999965,115.78678263000006
117.671094,-23.2009879999999,1456,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PARABURDOO POLICE STATION,OPERATIONAL,LOT 600 ASHBURTON AVENUE,PARABURDOO,WESTERN AUSTRALIA,6754,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-23.20098799999994,117.67109400000004,,POLICE STATION,GAWA_162772350,LOT 600 ASHBURTON AVENUE,2,6754,PARABURDOO,12,-23.201047179999932,117.6709927600001
116.843170614,-20.73614565,1457,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KARRATHA POLICE STATION,OPERATIONAL,51 WELCOME ROAD,PEGS CREEK,WESTERN AUSTRALIA,6714,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-20.73614564999997,116.84317061400009,,,GAWA_163205153,51 WELCOME ROAD,1,6714,KARRATHA,172,-20.737610609999933,116.84372181000003
116.289456062,-29.44217911,1458,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PERENJORI POLICE STATION,OPERATIONAL,12 RUSSELL STREET,PERENJORI,WESTERN AUSTRALIA,6620,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-29.442179109999984,116.28945606200011,,,GAWA_718790256,12 RUSSELL STREET,0,6620,PERENJORI,9,-29.442104419999964,116.28947510000012
115.970613,-31.970919,1459,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - WA AVIATION - PERTH AIRPORT,OPERATIONAL,10 COLQUHOUN ROAD,PERTH AIRPORT,WESTERN AUSTRALIA,6105,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,2018/08/16 00:00:00+00,,-31.97091899999998,115.97061300000007,,,GAWA_718740123,10 COLQUHOUN ROAD,1,6105,PERTH AIRPORT,276,-31.96914905999995,115.96856421000007
117.082372407,-32.534415837,1460,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PINGELLY POLICE STATION,OPERATIONAL,7 PASTURE STREET,PINGELLY,WESTERN AUSTRALIA,6308,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-32.53441583699998,117.0823724070001,,PINGELLY POLICE STATION,GAWA_147364169,27 QUEEN STREET,1,6308,PINGELLY,0,-32.53441582999994,117.08237240000005
115.875244198,-32.629253616,1461,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PINJARRA POLICE STATION,OPERATIONAL,24 GEORGE STREET,PINJARRA,WESTERN AUSTRALIA,6208,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-32.62925361599997,115.87524419800002,,PINJARRA POLICE STATION,GAWA_147398809,24 GEORGE STREET,2,6208,PINJARRA,0,-32.62925360999998,115.8752441900001
115.815681883,-32.2404289679999,1462,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KWINANA POLICE STATION,OPERATIONAL,2 SULPHUR ROAD,KWINANA TOWN CENTRE,WESTERN AUSTRALIA,6167,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-32.24042896799995,115.81568188300002,,KWINANA POLICE STATION,GAWA_718829125,2 SULPHUR ROAD,1,6167,KWINANA TOWN CENTRE,0,-32.240428959999974,115.81568188000006
118.464914057,-33.101218106,1463,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LAKE GRACE POLICE STATION,OPERATIONAL,54-56 STUBBS STREET,LAKE GRACE,WESTERN AUSTRALIA,6353,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-33.101218105999976,118.4649140570001,,LAKE GRACE POLICE STATION,GAWA_149085535,54-56 STUBBS STREET,1,6353,LAKE GRACE,0,-33.10121809999998,118.46491405000006
115.333259173,-31.0165387129999,1464,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LANCELIN POLICE STATION,OPERATIONAL,33 ATKINSON WAY,LANCELIN,WESTERN AUSTRALIA,6044,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-31.01653871299993,115.3332591730001,,LANCELIN POLICE STATION,GAWA_146984240,33 ATKINSON WAY,2,6044,LANCELIN,0,-31.016538709999963,115.33325917000002
122.404802703,-28.625182598,1465,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LAVERTON POLICE STATION,OPERATIONAL,24 AUGUSTA STREET,LAVERTON,WESTERN AUSTRALIA,6440,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-28.62518259799998,122.40480270300009,,,GAWA_162636970,24 AUGUSTA STREET,1,6440,LAVERTON,92,-28.62600803999993,122.40477336000004
114.981273841,-29.94921934,1466,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LEEMAN POLICE STATION,OPERATIONAL,22 MORCOMBE ROAD,LEEMAN,WESTERN AUSTRALIA,6514,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-29.949219339999956,114.98127384100007,,LEEMAN POLICE STATION,GAWA_147104174,22 MORCOMBE ROAD,1,6514,LEEMAN,0,-29.94921999999997,114.98127000000011
138.595400587,-34.907045624,1467,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NORTH ADELAIDE POLICE STATION,OPERATIONAL,61-83 O'CONNELL STREET,NORTH ADELAIDE,SOUTH AUSTRALIA,5006,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-34.90704562399998,138.59540058700009,,,GASA_425446851,61-83 O'CONNELL STREET,0,5006,NORTH ADELAIDE,11,-34.90705307999997,138.59528306000004
118.576892059,-20.312679723,1468,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PORT HEDLAND POLICE STATION,OPERATIONAL,3 ANDERSON STREET,PORT HEDLAND,WESTERN AUSTRALIA,6721,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-20.312679722999974,118.5768920590001,,,GAWA_148038329,3 ANDERSON STREET,1,6721,PORT HEDLAND,10,-20.31261521999994,118.57682456000009
117.400871775,-32.008663591,1469,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,QUAIRADING POLICE STATION,OPERATIONAL,25 AVON STREET,QUAIRADING,WESTERN AUSTRALIA,6383,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-32.00866359099996,117.40087177500004,,POLICE STATION,GAWA_161034203,25 AVON STREET,1,6383,QUAIRADING,0,-32.00865999999996,117.40087000000005
120.046151527,-33.582109633,1470,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,RAVENSTHORPE POLICE STATION,OPERATIONAL,62 MORGANS STREET,RAVENSTHORPE,WESTERN AUSTRALIA,6346,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-33.58210963299996,120.046151527,,RAVENSTHORPE POLICE STATION,GAWA_147046833,62 MORGANS STREET,2,6346,RAVENSTHORPE,0,-33.58210999999994,120.04615000000001
115.747231032,-32.2850057749999,1471,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ROCKINGHAM POLICE STATION,OPERATIONAL,15 WHITFIELD STREET,ROCKINGHAM,WESTERN AUSTRALIA,6168,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-32.285005774999945,115.74723103200006,,ROCKINGHAM POLICE STATION,GAWA_148939244,21-23 WHITFIELD STREET,1,6168,ROCKINGHAM,65,-32.28547089999995,115.74764234000008
117.145315408,-20.777599541,1472,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ROEBOURNE POLICE STATION,OPERATIONAL,785 QUEEN STREET,ROEBOURNE,WESTERN AUSTRALIA,6718,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-20.777599540999972,117.1453154080001,,,GAWA_718678534,785 QUEEN STREET,-1,6718,ROEBOURNE,85,-20.77796731999996,117.1445941500001
115.539022356,-31.9941836799999,1473,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ROTTNEST POLICE STATION,OPERATIONAL,1 SOMERVILLE DRIVE,ROTTNEST ISLAND,WESTERN AUSTRALIA,6161,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,HTTPS://CATALOGUE.DATA.WA.GOV.AU/DATASET/WA-POLICE-STATIONS,,,2018/08/15 00:00:00+00,,-31.994183679999935,115.53902235600003,,POLICE STATION,GAWA_148861515,1 SOMERVILLE DRIVE,1,6161,ROTTNEST ISLAND,2851,-32.00620257999998,115.51234576000002
138.632332514,-34.918500894,1474,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NORWOOD POLICE STATION,OPERATIONAL,38 OSMOND TERRACE,NORWOOD,SOUTH AUSTRALIA,5067,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-34.918500893999976,138.63233251400004,,NORWOOD POLICE STATION,GASA_415552937,38 OSMOND TERRACE,2,5067,NORWOOD,0,-34.91850059999996,138.63233301000002
138.996665746,-34.469102017,1475,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,NURIOOTPA POLICE STATION,OPERATIONAL,59-63 MURRAY STREET,NURIOOTPA,SOUTH AUSTRALIA,5355,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-34.469102016999955,138.99666574600008,,,GASA_425445655,59-63 MURRAY STREET,0,5355,NURIOOTPA,0,-34.46910204999995,138.99667016
135.444115869,-27.545095924,1476,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,OODNADATTA POLICE STATION,OPERATIONAL,LOT 302 ORIBEE AVENUE,OODNADATTA,SOUTH AUSTRALIA,5734,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-27.545095923999952,135.44411586900003,,,GASA_424127894,LOT 302 ORIBEE AVENUE,1,5734,OODNADATTA,11,-27.54517115999994,135.44404326000006
138.61423545,-32.734141737,1477,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ORROROO POLICE STATION,OPERATIONAL,21A SECOND STREET,ORROROO,SOUTH AUSTRALIA,5431,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-32.73414173699996,138.61423545000002,,,GASA_424643825,21 SECOND STREET,1,5431,ORROROO,3,-32.73415964999998,138.61421973000006
138.544958177,-34.8484704489999,1478,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PARKS POLICE STATION,OPERATIONAL,LOT 18 DUNCAN COURT,OTTOWAY,SOUTH AUSTRALIA,5013,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-34.84847044899993,138.544958177,,,GASA_424167775,LOT 18 DUNCAN COURT,0,5013,OTTOWAY,21,-34.84841043999995,138.54473956000004
140.837196031,-37.380895989,1479,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,PENOLA POLICE STATION,OPERATIONAL,24 CHURCH STREET,PENOLA,SOUTH AUSTRALIA,5277,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-37.38089598899995,140.83719603100008,,,GASA_416241985,24 CHURCH STREET,2,5277,PENOLA,0,-37.38089598999994,140.83719600000006
150.747161,-23.128104,1480,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,YEPPOON STATION,OPERATIONAL,,YEPPOON,QUEENSLAND,4703,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,2018/07/04 00:00:00+00,,-23.12810399999995,150.74716100000012,,YEPPOON POLICE STATION,GAQLD425128112,17-23 NORMANBY STREET,0,4703,YEPPOON,9,-23.128033309999978,150.74712389
149.384853,-26.613716,1481,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,YULEBA STATION,OPERATIONAL,,YULEBA,QUEENSLAND,4427,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,2018/07/04 00:00:00+00,,-26.613715999999954,149.38485300000002,,,GAQLD161371835,19 STEPHENSON STREET,0,4427,YULEBA,3,-26.613692319999927,149.38486005000004
